nohup: ignoring input
=================================================================
==================== PARAMETER CONFIGURATION ====================
=================================================================
model=LeNet5_Original (rotated)
criterion=CrossEntropy
C=64
lr=0.001
lambda_reg=0.0002
alpha=0.6
[T1=lambda_reg*alpha=0.00012]
[T2=lambda_reg*(1-alpha)=8e-05]
subgradient_step=100000.0
w0=-0.031
r=2
bucket_zero=32
BestQuantization_target_acc=99.8
final_target_acc=99.7
target_zstd_ratio=0.0179
min_xi=0
max_xi=1
upper_c=1663370
lower_c=0.01
c1=10
c2=1000
first_best_indices=20
accuracy_tollerance=0.2
zeta=50000
l=0.5
n_epochs=100
max_iterations=15
train_optimizer=ADAM
entropy_optimizer=FISTA
pruning=Y
QuantizationType=center
sparsity_threshold=0.001
------------------------------------------------------------
delta = 7.1
Epoch 1: A_NQ = 94.41, H_NQ = 981900, A_Q = 93.32, H_Q = 53223, zstd_ratio = 3.51%, sparse_ratio = 2.73%, sparsity = 87.27% , sparse_accuracy = 93.31, training_time = 1054s
Epoch 84: A_NQ = 98.57, H_NQ = 981811, A_Q = 98.83, H_Q = 19197, zstd_ratio = 1.45%, sparse_ratio = 1.05%, sparsity = 97.02% , sparse_accuracy = 98.81, training_time = 1163s
Epoch 85: A_NQ = 98.65, H_NQ = 981862, A_Q = 98.69, H_Q = 19313, zstd_ratio = 1.44%, sparse_ratio = 1.06%, sparsity = 96.99% , sparse_accuracy = 98.68, training_time = 1165s
Epoch 86: A_NQ = 98.54, H_NQ = 981902, A_Q = 98.65, H_Q = 19493, zstd_ratio = 1.45%, sparse_ratio = 1.06%, sparsity = 96.95% , sparse_accuracy = 98.66, training_time = 1159s
Epoch 87: A_NQ = 98.69, H_NQ = 981882, A_Q = 98.83, H_Q = 19257, zstd_ratio = 1.43%, sparse_ratio = 1.05%, sparsity = 97.01% , sparse_accuracy = 98.83, training_time = 1155s
Epoch 88: A_NQ = 98.55, H_NQ = 981846, A_Q = 98.45, H_Q = 19165, zstd_ratio = 1.44%, sparse_ratio = 1.05%, sparsity = 97.02% , sparse_accuracy = 98.43, training_time = 1160s
Epoch 89: A_NQ = 98.46, H_NQ = 981834, A_Q = 98.69, H_Q = 18974, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.06% , sparse_accuracy = 98.7, training_time = 1160s
Epoch 90: A_NQ = 98.48, H_NQ = 981876, A_Q = 98.22, H_Q = 18936, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.07% , sparse_accuracy = 98.23, training_time = 1141s
Epoch 91: A_NQ = 98.61, H_NQ = 981904, A_Q = 98.77, H_Q = 19669, zstd_ratio = 1.43%, sparse_ratio = 1.06%, sparsity = 96.90% , sparse_accuracy = 98.75, training_time = 1134s
Epoch 92: A_NQ = 98.59, H_NQ = 981876, A_Q = 98.5, H_Q = 19193, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.01% , sparse_accuracy = 98.49, training_time = 1139s
Epoch 93: A_NQ = 98.52, H_NQ = 981862, A_Q = 98.76, H_Q = 18600, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.14% , sparse_accuracy = 98.77, training_time = 1137s
Epoch 94: A_NQ = 98.75, H_NQ = 981894, A_Q = 98.68, H_Q = 19118, zstd_ratio = 1.40%, sparse_ratio = 1.03%, sparsity = 97.03% , sparse_accuracy = 98.7, training_time = 1115s
Epoch 95: A_NQ = 98.72, H_NQ = 981854, A_Q = 98.4, H_Q = 19078, zstd_ratio = 1.40%, sparse_ratio = 1.04%, sparsity = 97.04% , sparse_accuracy = 98.41, training_time = 1095s
Epoch 96: A_NQ = 98.8, H_NQ = 981842, A_Q = 98.78, H_Q = 19149, zstd_ratio = 1.39%, sparse_ratio = 1.04%, sparsity = 97.03% , sparse_accuracy = 98.75, training_time = 1084s
Epoch 97: A_NQ = 97.99, H_NQ = 981880, A_Q = 98.33, H_Q = 18899, zstd_ratio = 1.40%, sparse_ratio = 1.03%, sparsity = 97.08% , sparse_accuracy = 98.32, training_time = 1072s
Epoch 98: A_NQ = 98.62, H_NQ = 981734, A_Q = 98.68, H_Q = 17998, zstd_ratio = 1.35%, sparse_ratio = 0.99%, sparsity = 97.27% , sparse_accuracy = 98.69, training_time = 1029s
Epoch 99: A_NQ = 98.73, H_NQ = 981744, A_Q = 98.79, H_Q = 18214, zstd_ratio = 1.37%, sparse_ratio = 1.00%, sparsity = 97.22% , sparse_accuracy = 98.8, training_time = 984s
Epoch 100: A_NQ = 98.8, H_NQ = 981868, A_Q = 98.84, H_Q = 18826, zstd_ratio = 1.40%, sparse_ratio = 1.02%, sparsity = 97.09% , sparse_accuracy = 98.84, training_time = 946s
------------------------------------------------------------
delta = 7.8
Epoch 1: A_NQ = 96.25, H_NQ = 981900, A_Q = 95.82, H_Q = 50050, zstd_ratio = 3.18%, sparse_ratio = 2.46%, sparsity = 88.38% , sparse_accuracy = 95.8, training_time = 1215s
Epoch 2: A_NQ = 97.14, H_NQ = 981884, A_Q = 95.96, H_Q = 43143, zstd_ratio = 2.82%, sparse_ratio = 2.17%, sparsity = 90.89% , sparse_accuracy = 95.93, training_time = 1399s
Epoch 3: A_NQ = 97.32, H_NQ = 981896, A_Q = 96.89, H_Q = 39688, zstd_ratio = 2.65%, sparse_ratio = 2.03%, sparsity = 91.98% , sparse_accuracy = 96.91, training_time = 1436s
Epoch 4: A_NQ = 97.85, H_NQ = 981886, A_Q = 97.25, H_Q = 35968, zstd_ratio = 2.45%, sparse_ratio = 1.88%, sparsity = 93.07% , sparse_accuracy = 97.24, training_time = 1487s
Epoch 5: A_NQ = 97.6, H_NQ = 981878, A_Q = 97.27, H_Q = 34226, zstd_ratio = 2.35%, sparse_ratio = 1.79%, sparsity = 93.55% , sparse_accuracy = 97.29, training_time = 1489s
Epoch 6: A_NQ = 97.87, H_NQ = 981902, A_Q = 97.73, H_Q = 31083, zstd_ratio = 2.19%, sparse_ratio = 1.64%, sparsity = 94.36% , sparse_accuracy = 97.68, training_time = 1470s
Epoch 7: A_NQ = 98.19, H_NQ = 981870, A_Q = 97.67, H_Q = 29158, zstd_ratio = 2.08%, sparse_ratio = 1.54%, sparsity = 94.83% , sparse_accuracy = 97.73, training_time = 1470s
Epoch 8: A_NQ = 98.08, H_NQ = 981832, A_Q = 97.95, H_Q = 28215, zstd_ratio = 2.02%, sparse_ratio = 1.49%, sparsity = 95.04% , sparse_accuracy = 97.93, training_time = 1447s
Epoch 9: A_NQ = 98.27, H_NQ = 981880, A_Q = 98.02, H_Q = 26770, zstd_ratio = 1.92%, sparse_ratio = 1.42%, sparsity = 95.39% , sparse_accuracy = 98.01, training_time = 1461s
Epoch 10: A_NQ = 97.89, H_NQ = 981876, A_Q = 98.13, H_Q = 26705, zstd_ratio = 1.92%, sparse_ratio = 1.42%, sparsity = 95.41% , sparse_accuracy = 98.13, training_time = 1487s
Epoch 11: A_NQ = 98.22, H_NQ = 981906, A_Q = 98.23, H_Q = 24929, zstd_ratio = 1.82%, sparse_ratio = 1.33%, sparsity = 95.81% , sparse_accuracy = 98.25, training_time = 1475s
Epoch 12: A_NQ = 98.13, H_NQ = 981870, A_Q = 98.26, H_Q = 24582, zstd_ratio = 1.80%, sparse_ratio = 1.31%, sparsity = 95.88% , sparse_accuracy = 98.25, training_time = 1473s
Epoch 13: A_NQ = 98.24, H_NQ = 981912, A_Q = 97.57, H_Q = 25216, zstd_ratio = 1.82%, sparse_ratio = 1.34%, sparsity = 95.74% , sparse_accuracy = 97.56, training_time = 1452s
Epoch 14: A_NQ = 98.49, H_NQ = 981845, A_Q = 98.17, H_Q = 23882, zstd_ratio = 1.75%, sparse_ratio = 1.28%, sparsity = 96.05% , sparse_accuracy = 98.16, training_time = 1445s
Epoch 15: A_NQ = 98.28, H_NQ = 981812, A_Q = 98.08, H_Q = 23824, zstd_ratio = 1.76%, sparse_ratio = 1.28%, sparsity = 96.06% , sparse_accuracy = 98.08, training_time = 1469s
Epoch 16: A_NQ = 98.31, H_NQ = 981890, A_Q = 98.23, H_Q = 24029, zstd_ratio = 1.74%, sparse_ratio = 1.29%, sparsity = 96.00% , sparse_accuracy = 98.22, training_time = 1458s
Epoch 17: A_NQ = 98.34, H_NQ = 981890, A_Q = 98.08, H_Q = 23695, zstd_ratio = 1.74%, sparse_ratio = 1.28%, sparsity = 96.08% , sparse_accuracy = 98.09, training_time = 1451s
Epoch 18: A_NQ = 98.46, H_NQ = 981918, A_Q = 98.42, H_Q = 23458, zstd_ratio = 1.72%, sparse_ratio = 1.27%, sparsity = 96.12% , sparse_accuracy = 98.44, training_time = 1440s
Epoch 19: A_NQ = 98.22, H_NQ = 981854, A_Q = 98.49, H_Q = 22795, zstd_ratio = 1.67%, sparse_ratio = 1.23%, sparsity = 96.28% , sparse_accuracy = 98.49, training_time = 1448s
Epoch 20: A_NQ = 98.09, H_NQ = 981886, A_Q = 98.23, H_Q = 23520, zstd_ratio = 1.71%, sparse_ratio = 1.26%, sparsity = 96.11% , sparse_accuracy = 98.23, training_time = 1432s
Epoch 21: A_NQ = 98.46, H_NQ = 981878, A_Q = 98.58, H_Q = 22607, zstd_ratio = 1.67%, sparse_ratio = 1.22%, sparsity = 96.32% , sparse_accuracy = 98.54, training_time = 1426s
Epoch 22: A_NQ = 98.36, H_NQ = 981882, A_Q = 98.21, H_Q = 22399, zstd_ratio = 1.65%, sparse_ratio = 1.21%, sparsity = 96.36% , sparse_accuracy = 98.21, training_time = 1421s
Epoch 23: A_NQ = 98.62, H_NQ = 981834, A_Q = 98.54, H_Q = 22017, zstd_ratio = 1.64%, sparse_ratio = 1.19%, sparsity = 96.44% , sparse_accuracy = 98.52, training_time = 1407s
Epoch 24: A_NQ = 98.42, H_NQ = 981884, A_Q = 98.26, H_Q = 22181, zstd_ratio = 1.64%, sparse_ratio = 1.20%, sparsity = 96.41% , sparse_accuracy = 98.25, training_time = 1393s
Epoch 25: A_NQ = 98.23, H_NQ = 981709, A_Q = 98.18, H_Q = 22163, zstd_ratio = 1.63%, sparse_ratio = 1.19%, sparsity = 96.41% , sparse_accuracy = 98.16, training_time = 1416s
Epoch 26: A_NQ = 98.48, H_NQ = 981904, A_Q = 98.47, H_Q = 22045, zstd_ratio = 1.65%, sparse_ratio = 1.19%, sparsity = 96.44% , sparse_accuracy = 98.45, training_time = 1430s
Epoch 27: A_NQ = 98.6, H_NQ = 981804, A_Q = 98.66, H_Q = 21947, zstd_ratio = 1.62%, sparse_ratio = 1.19%, sparsity = 96.45% , sparse_accuracy = 98.64, training_time = 1412s
Epoch 28: A_NQ = 98.18, H_NQ = 981641, A_Q = 98.3, H_Q = 21507, zstd_ratio = 1.59%, sparse_ratio = 1.17%, sparsity = 96.55% , sparse_accuracy = 98.28, training_time = 1427s
Epoch 29: A_NQ = 98.6, H_NQ = 981878, A_Q = 98.47, H_Q = 21582, zstd_ratio = 1.60%, sparse_ratio = 1.16%, sparsity = 96.53% , sparse_accuracy = 98.5, training_time = 1400s
Epoch 30: A_NQ = 98.57, H_NQ = 981852, A_Q = 98.69, H_Q = 21815, zstd_ratio = 1.62%, sparse_ratio = 1.18%, sparsity = 96.47% , sparse_accuracy = 98.7, training_time = 1395s
Epoch 31: A_NQ = 98.62, H_NQ = 981818, A_Q = 98.37, H_Q = 21151, zstd_ratio = 1.56%, sparse_ratio = 1.14%, sparsity = 96.63% , sparse_accuracy = 98.36, training_time = 1400s
Epoch 32: A_NQ = 98.51, H_NQ = 981840, A_Q = 98.53, H_Q = 20635, zstd_ratio = 1.56%, sparse_ratio = 1.12%, sparsity = 96.74% , sparse_accuracy = 98.52, training_time = 1422s
Epoch 33: A_NQ = 98.37, H_NQ = 981864, A_Q = 98.4, H_Q = 21323, zstd_ratio = 1.59%, sparse_ratio = 1.15%, sparsity = 96.58% , sparse_accuracy = 98.4, training_time = 1438s
Epoch 34: A_NQ = 98.4, H_NQ = 981886, A_Q = 98.48, H_Q = 21247, zstd_ratio = 1.59%, sparse_ratio = 1.15%, sparsity = 96.60% , sparse_accuracy = 98.52, training_time = 1454s
Epoch 35: A_NQ = 98.45, H_NQ = 981884, A_Q = 98.33, H_Q = 21156, zstd_ratio = 1.56%, sparse_ratio = 1.14%, sparsity = 96.61% , sparse_accuracy = 98.33, training_time = 1443s
Epoch 36: A_NQ = 98.52, H_NQ = 981882, A_Q = 98.6, H_Q = 20341, zstd_ratio = 1.52%, sparse_ratio = 1.10%, sparsity = 96.79% , sparse_accuracy = 98.57, training_time = 1421s
Epoch 37: A_NQ = 98.78, H_NQ = 981870, A_Q = 98.73, H_Q = 20824, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.67% , sparse_accuracy = 98.72, training_time = 1392s
Epoch 38: A_NQ = 98.18, H_NQ = 981700, A_Q = 98.32, H_Q = 21597, zstd_ratio = 1.58%, sparse_ratio = 1.16%, sparsity = 96.51% , sparse_accuracy = 98.32, training_time = 1405s
Epoch 39: A_NQ = 98.41, H_NQ = 981869, A_Q = 98.7, H_Q = 20893, zstd_ratio = 1.54%, sparse_ratio = 1.13%, sparsity = 96.66% , sparse_accuracy = 98.7, training_time = 1392s
Epoch 40: A_NQ = 98.04, H_NQ = 981503, A_Q = 98.48, H_Q = 20692, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.71% , sparse_accuracy = 98.5, training_time = 1374s
Epoch 41: A_NQ = 98.53, H_NQ = 981812, A_Q = 98.39, H_Q = 21152, zstd_ratio = 1.56%, sparse_ratio = 1.14%, sparsity = 96.60% , sparse_accuracy = 98.4, training_time = 1362s
Epoch 42: A_NQ = 98.51, H_NQ = 981832, A_Q = 98.4, H_Q = 20367, zstd_ratio = 1.53%, sparse_ratio = 1.11%, sparsity = 96.78% , sparse_accuracy = 98.39, training_time = 1338s
Epoch 43: A_NQ = 98.31, H_NQ = 981882, A_Q = 98.46, H_Q = 20154, zstd_ratio = 1.52%, sparse_ratio = 1.11%, sparsity = 96.83% , sparse_accuracy = 98.45, training_time = 1310s
Epoch 44: A_NQ = 98.44, H_NQ = 981776, A_Q = 98.65, H_Q = 19745, zstd_ratio = 1.51%, sparse_ratio = 1.09%, sparsity = 96.92% , sparse_accuracy = 98.63, training_time = 1312s
Epoch 45: A_NQ = 98.56, H_NQ = 981770, A_Q = 98.38, H_Q = 20656, zstd_ratio = 1.54%, sparse_ratio = 1.13%, sparsity = 96.72% , sparse_accuracy = 98.38, training_time = 1308s
Epoch 46: A_NQ = 98.59, H_NQ = 981804, A_Q = 98.65, H_Q = 20478, zstd_ratio = 1.53%, sparse_ratio = 1.11%, sparsity = 96.75% , sparse_accuracy = 98.64, training_time = 1300s
Epoch 47: A_NQ = 98.65, H_NQ = 981886, A_Q = 98.72, H_Q = 20233, zstd_ratio = 1.50%, sparse_ratio = 1.10%, sparsity = 96.81% , sparse_accuracy = 98.7, training_time = 1299s
Epoch 48: A_NQ = 98.35, H_NQ = 981856, A_Q = 98.38, H_Q = 20409, zstd_ratio = 1.52%, sparse_ratio = 1.11%, sparsity = 96.77% , sparse_accuracy = 98.36, training_time = 1293s
Epoch 49: A_NQ = 98.26, H_NQ = 981766, A_Q = 98.03, H_Q = 19854, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.89% , sparse_accuracy = 98.03, training_time = 1303s
Epoch 50: A_NQ = 98.68, H_NQ = 981810, A_Q = 98.8, H_Q = 20100, zstd_ratio = 1.51%, sparse_ratio = 1.10%, sparsity = 96.84% , sparse_accuracy = 98.81, training_time = 1289s
Epoch 51: A_NQ = 98.66, H_NQ = 981882, A_Q = 98.68, H_Q = 20380, zstd_ratio = 1.52%, sparse_ratio = 1.12%, sparsity = 96.78% , sparse_accuracy = 98.67, training_time = 1294s
Epoch 52: A_NQ = 98.69, H_NQ = 981842, A_Q = 98.72, H_Q = 20540, zstd_ratio = 1.52%, sparse_ratio = 1.11%, sparsity = 96.73% , sparse_accuracy = 98.72, training_time = 1294s
Epoch 53: A_NQ = 98.62, H_NQ = 981798, A_Q = 98.91, H_Q = 20021, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.84% , sparse_accuracy = 98.91, training_time = 1284s
Epoch 54: A_NQ = 98.77, H_NQ = 981856, A_Q = 98.66, H_Q = 20505, zstd_ratio = 1.53%, sparse_ratio = 1.11%, sparsity = 96.73% , sparse_accuracy = 98.66, training_time = 1280s
Epoch 55: A_NQ = 98.55, H_NQ = 981874, A_Q = 98.75, H_Q = 19985, zstd_ratio = 1.48%, sparse_ratio = 1.08%, sparsity = 96.85% , sparse_accuracy = 98.74, training_time = 1285s
Epoch 56: A_NQ = 98.75, H_NQ = 981874, A_Q = 98.54, H_Q = 20154, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.82% , sparse_accuracy = 98.53, training_time = 1291s
Epoch 57: A_NQ = 98.48, H_NQ = 981796, A_Q = 98.58, H_Q = 20014, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.84% , sparse_accuracy = 98.59, training_time = 1289s
Epoch 58: A_NQ = 98.61, H_NQ = 981826, A_Q = 98.41, H_Q = 19638, zstd_ratio = 1.48%, sparse_ratio = 1.07%, sparsity = 96.92% , sparse_accuracy = 98.4, training_time = 1272s
Epoch 59: A_NQ = 98.65, H_NQ = 981862, A_Q = 98.88, H_Q = 19138, zstd_ratio = 1.44%, sparse_ratio = 1.05%, sparsity = 97.03% , sparse_accuracy = 98.9, training_time = 1264s
Epoch 60: A_NQ = 98.23, H_NQ = 981838, A_Q = 98.44, H_Q = 19295, zstd_ratio = 1.45%, sparse_ratio = 1.06%, sparsity = 97.00% , sparse_accuracy = 98.44, training_time = 1256s
Epoch 61: A_NQ = 98.74, H_NQ = 981796, A_Q = 98.63, H_Q = 20629, zstd_ratio = 1.49%, sparse_ratio = 1.11%, sparsity = 96.69% , sparse_accuracy = 98.63, training_time = 1261s
Epoch 62: A_NQ = 98.75, H_NQ = 981858, A_Q = 98.71, H_Q = 20067, zstd_ratio = 1.50%, sparse_ratio = 1.10%, sparsity = 96.82% , sparse_accuracy = 98.7, training_time = 1258s
Epoch 63: A_NQ = 98.64, H_NQ = 981914, A_Q = 98.73, H_Q = 19547, zstd_ratio = 1.46%, sparse_ratio = 1.06%, sparsity = 96.94% , sparse_accuracy = 98.72, training_time = 1259s
Epoch 64: A_NQ = 98.8, H_NQ = 981316, A_Q = 98.62, H_Q = 20061, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.82% , sparse_accuracy = 98.61, training_time = 1256s
Epoch 65: A_NQ = 98.55, H_NQ = 981866, A_Q = 98.46, H_Q = 20101, zstd_ratio = 1.51%, sparse_ratio = 1.09%, sparsity = 96.81% , sparse_accuracy = 98.42, training_time = 1253s
Epoch 66: A_NQ = 98.6, H_NQ = 981900, A_Q = 98.55, H_Q = 19439, zstd_ratio = 1.45%, sparse_ratio = 1.06%, sparsity = 96.95% , sparse_accuracy = 98.55, training_time = 1258s
Epoch 67: A_NQ = 98.78, H_NQ = 981862, A_Q = 98.73, H_Q = 19733, zstd_ratio = 1.45%, sparse_ratio = 1.07%, sparsity = 96.89% , sparse_accuracy = 98.74, training_time = 1256s
Epoch 68: A_NQ = 98.68, H_NQ = 981870, A_Q = 98.6, H_Q = 19514, zstd_ratio = 1.45%, sparse_ratio = 1.07%, sparsity = 96.94% , sparse_accuracy = 98.58, training_time = 1260s
Epoch 69: A_NQ = 98.71, H_NQ = 981836, A_Q = 98.4, H_Q = 19341, zstd_ratio = 1.45%, sparse_ratio = 1.06%, sparsity = 96.98% , sparse_accuracy = 98.41, training_time = 1239s
Epoch 70: A_NQ = 98.36, H_NQ = 981782, A_Q = 98.48, H_Q = 19565, zstd_ratio = 1.46%, sparse_ratio = 1.06%, sparsity = 96.92% , sparse_accuracy = 98.5, training_time = 1235s
Epoch 71: A_NQ = 98.38, H_NQ = 981880, A_Q = 98.68, H_Q = 18894, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.07% , sparse_accuracy = 98.67, training_time = 1239s
Epoch 72: A_NQ = 98.54, H_NQ = 981840, A_Q = 98.64, H_Q = 19803, zstd_ratio = 1.46%, sparse_ratio = 1.08%, sparsity = 96.86% , sparse_accuracy = 98.64, training_time = 1237s
Epoch 73: A_NQ = 98.72, H_NQ = 981760, A_Q = 98.69, H_Q = 19077, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.02% , sparse_accuracy = 98.68, training_time = 1239s
Epoch 74: A_NQ = 98.76, H_NQ = 981505, A_Q = 98.38, H_Q = 19033, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.03% , sparse_accuracy = 98.38, training_time = 1224s
Epoch 75: A_NQ = 98.63, H_NQ = 981890, A_Q = 98.69, H_Q = 19112, zstd_ratio = 1.41%, sparse_ratio = 1.04%, sparsity = 97.02% , sparse_accuracy = 98.67, training_time = 1206s
Epoch 76: A_NQ = 98.3, H_NQ = 981858, A_Q = 98.65, H_Q = 19527, zstd_ratio = 1.44%, sparse_ratio = 1.06%, sparsity = 96.92% , sparse_accuracy = 98.67, training_time = 1212s
Epoch 77: A_NQ = 98.7, H_NQ = 981886, A_Q = 98.63, H_Q = 18998, zstd_ratio = 1.41%, sparse_ratio = 1.04%, sparsity = 97.03% , sparse_accuracy = 98.63, training_time = 1194s
Epoch 78: A_NQ = 98.68, H_NQ = 981870, A_Q = 98.48, H_Q = 18820, zstd_ratio = 1.43%, sparse_ratio = 1.03%, sparsity = 97.07% , sparse_accuracy = 98.49, training_time = 1188s
Epoch 79: A_NQ = 98.83, H_NQ = 981854, A_Q = 98.79, H_Q = 18642, zstd_ratio = 1.40%, sparse_ratio = 1.03%, sparsity = 97.11% , sparse_accuracy = 98.81, training_time = 1187s
Epoch 80: A_NQ = 98.75, H_NQ = 981904, A_Q = 98.75, H_Q = 19151, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 96.99% , sparse_accuracy = 98.74, training_time = 1185s
Epoch 81: A_NQ = 98.56, H_NQ = 981896, A_Q = 98.7, H_Q = 19069, zstd_ratio = 1.42%, sparse_ratio = 1.03%, sparsity = 97.01% , sparse_accuracy = 98.7, training_time = 1183s
Epoch 82: A_NQ = 98.41, H_NQ = 981874, A_Q = 98.49, H_Q = 19721, zstd_ratio = 1.43%, sparse_ratio = 1.07%, sparsity = 96.86% , sparse_accuracy = 98.48, training_time = 1185s
Epoch 83: A_NQ = 98.79, H_NQ = 981806, A_Q = 98.85, H_Q = 19244, zstd_ratio = 1.43%, sparse_ratio = 1.04%, sparsity = 96.98% , sparse_accuracy = 98.86, training_time = 1184s
Epoch 84: A_NQ = 98.81, H_NQ = 981786, A_Q = 98.4, H_Q = 18818, zstd_ratio = 1.40%, sparse_ratio = 1.02%, sparsity = 97.06% , sparse_accuracy = 98.38, training_time = 1184s
Epoch 85: A_NQ = 98.6, H_NQ = 981762, A_Q = 98.67, H_Q = 18776, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.07% , sparse_accuracy = 98.68, training_time = 1182s
Epoch 86: A_NQ = 98.66, H_NQ = 981856, A_Q = 98.65, H_Q = 18577, zstd_ratio = 1.40%, sparse_ratio = 1.02%, sparsity = 97.11% , sparse_accuracy = 98.63, training_time = 1183s
Epoch 87: A_NQ = 98.31, H_NQ = 981848, A_Q = 98.61, H_Q = 19082, zstd_ratio = 1.41%, sparse_ratio = 1.04%, sparsity = 97.01% , sparse_accuracy = 98.61, training_time = 1183s
Epoch 88: A_NQ = 98.91, H_NQ = 981906, A_Q = 98.83, H_Q = 20171, zstd_ratio = 1.43%, sparse_ratio = 1.06%, sparsity = 96.76% , sparse_accuracy = 98.83, training_time = 1182s
Epoch 89: A_NQ = 98.46, H_NQ = 981868, A_Q = 98.28, H_Q = 18993, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.03% , sparse_accuracy = 98.27, training_time = 1175s
Epoch 90: A_NQ = 98.41, H_NQ = 981878, A_Q = 98.39, H_Q = 18916, zstd_ratio = 1.40%, sparse_ratio = 1.02%, sparsity = 97.04% , sparse_accuracy = 98.38, training_time = 1157s
Epoch 91: A_NQ = 98.55, H_NQ = 981821, A_Q = 98.61, H_Q = 19220, zstd_ratio = 1.40%, sparse_ratio = 1.04%, sparsity = 96.98% , sparse_accuracy = 98.6, training_time = 1161s
Epoch 92: A_NQ = 98.61, H_NQ = 981894, A_Q = 98.84, H_Q = 18874, zstd_ratio = 1.40%, sparse_ratio = 1.03%, sparsity = 97.05% , sparse_accuracy = 98.82, training_time = 1161s
Epoch 93: A_NQ = 98.81, H_NQ = 981860, A_Q = 98.81, H_Q = 18778, zstd_ratio = 1.40%, sparse_ratio = 1.04%, sparsity = 97.07% , sparse_accuracy = 98.81, training_time = 1154s
Epoch 94: A_NQ = 98.49, H_NQ = 981812, A_Q = 98.57, H_Q = 19042, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.00% , sparse_accuracy = 98.56, training_time = 1135s
Epoch 95: A_NQ = 98.8, H_NQ = 981810, A_Q = 98.58, H_Q = 18550, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.11% , sparse_accuracy = 98.59, training_time = 1122s
Epoch 96: A_NQ = 98.71, H_NQ = 981884, A_Q = 98.87, H_Q = 18408, zstd_ratio = 1.37%, sparse_ratio = 1.01%, sparsity = 97.15% , sparse_accuracy = 98.87, training_time = 1102s
Epoch 97: A_NQ = 98.89, H_NQ = 981842, A_Q = 98.63, H_Q = 18401, zstd_ratio = 1.40%, sparse_ratio = 1.01%, sparsity = 97.14% , sparse_accuracy = 98.64, training_time = 1098s
Epoch 98: A_NQ = 98.58, H_NQ = 981834, A_Q = 98.59, H_Q = 18210, zstd_ratio = 1.37%, sparse_ratio = 1.01%, sparsity = 97.19% , sparse_accuracy = 98.59, training_time = 1032s
Epoch 99: A_NQ = 98.98, H_NQ = 981850, A_Q = 98.78, H_Q = 18236, zstd_ratio = 1.38%, sparse_ratio = 1.00%, sparsity = 97.18% , sparse_accuracy = 98.78, training_time = 991s
Epoch 100: A_NQ = 98.09, H_NQ = 981890, A_Q = 98.77, H_Q = 18519, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.11% , sparse_accuracy = 98.78, training_time = 951s
------------------------------------------------------------
delta = 7.7
Epoch 1: A_NQ = 95.84, H_NQ = 981900, A_Q = 96.27, H_Q = 55016, zstd_ratio = 3.64%, sparse_ratio = 2.83%, sparsity = 86.74% , sparse_accuracy = 96.31, training_time = 1045s
Epoch 2: A_NQ = 96.95, H_NQ = 981922, A_Q = 97.09, H_Q = 45701, zstd_ratio = 3.06%, sparse_ratio = 2.37%, sparsity = 90.16% , sparse_accuracy = 97.11, training_time = 1428s
Epoch 3: A_NQ = 97.56, H_NQ = 981804, A_Q = 97.82, H_Q = 38555, zstd_ratio = 2.59%, sparse_ratio = 1.98%, sparsity = 92.35% , sparse_accuracy = 97.73, training_time = 1424s
Epoch 4: A_NQ = 97.93, H_NQ = 981898, A_Q = 98.13, H_Q = 36264, zstd_ratio = 2.49%, sparse_ratio = 1.87%, sparsity = 93.03% , sparse_accuracy = 98.13, training_time = 1444s
Epoch 5: A_NQ = 97.84, H_NQ = 981896, A_Q = 97.1, H_Q = 32740, zstd_ratio = 2.28%, sparse_ratio = 1.71%, sparsity = 93.95% , sparse_accuracy = 97.09, training_time = 1471s
Epoch 6: A_NQ = 98.13, H_NQ = 981904, A_Q = 98.11, H_Q = 31102, zstd_ratio = 2.19%, sparse_ratio = 1.63%, sparsity = 94.37% , sparse_accuracy = 98.09, training_time = 1547s
