nohup: ignoring input
=================================================================
==================== PARAMETER CONFIGURATION ====================
=================================================================
model=LeNet5_Original (rotated)
criterion=CrossEntropy
C=64
lr=0.001
lambda_reg=0.0002
alpha=0.5
[T1=lambda_reg*alpha=0.0001]
[T2=lambda_reg*(1-alpha)=0.0001]
subgradient_step=100000.0
w0=-0.031
r=2
bucket_zero=32
BestQuantization_target_acc=99.8
final_target_acc=99.7
target_zstd_ratio=0.0179
min_xi=0
max_xi=1
upper_c=1663370
lower_c=0.01
c1=10
c2=1000
first_best_indices=20
accuracy_tollerance=0.2
zeta=50000
l=0.5
n_epochs=100
max_iterations=15
train_optimizer=ADAM
entropy_optimizer=FISTA
pruning=Y
QuantizationType=center
sparsity_threshold=0.001
------------------------------------------------------------
delta = 6.3
Epoch 1: A_NQ = 95.61, H_NQ = 981906, A_Q = 96.4, H_Q = 53085, zstd_ratio = 3.50%, sparse_ratio = 2.73%, sparsity = 87.32% , sparse_accuracy = 96.4, training_time = 1397s
Epoch 52: A_NQ = 98.32, H_NQ = 981880, A_Q = 98.25, H_Q = 18150, zstd_ratio = 1.33%, sparse_ratio = 0.98%, sparsity = 97.14% , sparse_accuracy = 98.22, training_time = 1519s
Epoch 53: A_NQ = 97.92, H_NQ = 981880, A_Q = 97.85, H_Q = 17555, zstd_ratio = 1.31%, sparse_ratio = 0.95%, sparsity = 97.27% , sparse_accuracy = 97.84, training_time = 1523s
Epoch 54: A_NQ = 98.44, H_NQ = 981856, A_Q = 98.46, H_Q = 17524, zstd_ratio = 1.32%, sparse_ratio = 0.95%, sparsity = 97.27% , sparse_accuracy = 98.49, training_time = 1493s
Epoch 55: A_NQ = 98.51, H_NQ = 981858, A_Q = 98.09, H_Q = 17724, zstd_ratio = 1.33%, sparse_ratio = 0.98%, sparsity = 97.23% , sparse_accuracy = 98.06, training_time = 1632s
Epoch 56: A_NQ = 98.18, H_NQ = 981652, A_Q = 98.11, H_Q = 17341, zstd_ratio = 1.30%, sparse_ratio = 0.95%, sparsity = 97.32% , sparse_accuracy = 98.11, training_time = 1531s
Epoch 57: A_NQ = 97.93, H_NQ = 981864, A_Q = 98.33, H_Q = 17652, zstd_ratio = 1.31%, sparse_ratio = 0.96%, sparsity = 97.25% , sparse_accuracy = 98.34, training_time = 1545s
Epoch 58: A_NQ = 98.59, H_NQ = 981844, A_Q = 98.55, H_Q = 16886, zstd_ratio = 1.28%, sparse_ratio = 0.93%, sparsity = 97.42% , sparse_accuracy = 98.5, training_time = 1539s
Epoch 59: A_NQ = 98.23, H_NQ = 981828, A_Q = 98.33, H_Q = 17361, zstd_ratio = 1.30%, sparse_ratio = 0.94%, sparsity = 97.30% , sparse_accuracy = 98.33, training_time = 1621s
Epoch 60: A_NQ = 98.29, H_NQ = 981868, A_Q = 98.01, H_Q = 17236, zstd_ratio = 1.30%, sparse_ratio = 0.94%, sparsity = 97.33% , sparse_accuracy = 98.04, training_time = 1566s
Epoch 61: A_NQ = 98.52, H_NQ = 981876, A_Q = 98.33, H_Q = 17056, zstd_ratio = 1.29%, sparse_ratio = 0.93%, sparsity = 97.37% , sparse_accuracy = 98.32, training_time = 1579s
Epoch 62: A_NQ = 98.45, H_NQ = 981830, A_Q = 98.43, H_Q = 17348, zstd_ratio = 1.29%, sparse_ratio = 0.94%, sparsity = 97.30% , sparse_accuracy = 98.4, training_time = 1572s
Epoch 63: A_NQ = 97.34, H_NQ = 981561, A_Q = 98.15, H_Q = 16891, zstd_ratio = 1.27%, sparse_ratio = 0.92%, sparsity = 97.40% , sparse_accuracy = 98.15, training_time = 1620s
Epoch 64: A_NQ = 98.05, H_NQ = 981884, A_Q = 98.0, H_Q = 17637, zstd_ratio = 1.31%, sparse_ratio = 0.95%, sparsity = 97.24% , sparse_accuracy = 97.96, training_time = 1584s
Epoch 65: A_NQ = 98.11, H_NQ = 981854, A_Q = 98.41, H_Q = 17246, zstd_ratio = 1.28%, sparse_ratio = 0.94%, sparsity = 97.32% , sparse_accuracy = 98.43, training_time = 1595s
Epoch 66: A_NQ = 98.03, H_NQ = 981597, A_Q = 98.52, H_Q = 17091, zstd_ratio = 1.29%, sparse_ratio = 0.93%, sparsity = 97.36% , sparse_accuracy = 98.53, training_time = 1609s
Epoch 67: A_NQ = 98.32, H_NQ = 981826, A_Q = 98.28, H_Q = 17222, zstd_ratio = 1.29%, sparse_ratio = 0.94%, sparsity = 97.33% , sparse_accuracy = 98.28, training_time = 1614s
Epoch 68: A_NQ = 98.29, H_NQ = 981894, A_Q = 98.2, H_Q = 16898, zstd_ratio = 1.29%, sparse_ratio = 0.92%, sparsity = 97.40% , sparse_accuracy = 98.2, training_time = 1445s
Epoch 69: A_NQ = 98.39, H_NQ = 981860, A_Q = 98.27, H_Q = 16604, zstd_ratio = 1.25%, sparse_ratio = 0.91%, sparsity = 97.46% , sparse_accuracy = 98.24, training_time = 1477s
Epoch 70: A_NQ = 98.37, H_NQ = 981748, A_Q = 98.19, H_Q = 16525, zstd_ratio = 1.26%, sparse_ratio = 0.91%, sparsity = 97.47% , sparse_accuracy = 98.16, training_time = 1436s
Epoch 71: A_NQ = 98.42, H_NQ = 981822, A_Q = 98.41, H_Q = 16999, zstd_ratio = 1.26%, sparse_ratio = 0.93%, sparsity = 97.37% , sparse_accuracy = 98.44, training_time = 1599s
Epoch 72: A_NQ = 98.28, H_NQ = 981852, A_Q = 97.83, H_Q = 16952, zstd_ratio = 1.26%, sparse_ratio = 0.92%, sparsity = 97.38% , sparse_accuracy = 97.85, training_time = 1535s
Epoch 73: A_NQ = 98.22, H_NQ = 981804, A_Q = 98.21, H_Q = 16652, zstd_ratio = 1.26%, sparse_ratio = 0.92%, sparsity = 97.44% , sparse_accuracy = 98.2, training_time = 1463s
Epoch 74: A_NQ = 98.17, H_NQ = 981872, A_Q = 97.64, H_Q = 16924, zstd_ratio = 1.27%, sparse_ratio = 0.93%, sparsity = 97.39% , sparse_accuracy = 97.64, training_time = 1446s
Epoch 75: A_NQ = 97.96, H_NQ = 981848, A_Q = 98.1, H_Q = 17216, zstd_ratio = 1.27%, sparse_ratio = 0.93%, sparsity = 97.33% , sparse_accuracy = 98.11, training_time = 1500s
Epoch 76: A_NQ = 98.46, H_NQ = 981874, A_Q = 98.27, H_Q = 16554, zstd_ratio = 1.25%, sparse_ratio = 0.91%, sparsity = 97.47% , sparse_accuracy = 98.27, training_time = 1436s
Epoch 77: A_NQ = 98.44, H_NQ = 981886, A_Q = 98.21, H_Q = 16742, zstd_ratio = 1.25%, sparse_ratio = 0.91%, sparsity = 97.43% , sparse_accuracy = 98.2, training_time = 1436s
Epoch 78: A_NQ = 98.27, H_NQ = 981835, A_Q = 98.27, H_Q = 16376, zstd_ratio = 1.25%, sparse_ratio = 0.90%, sparsity = 97.50% , sparse_accuracy = 98.3, training_time = 1445s
Epoch 79: A_NQ = 98.49, H_NQ = 981800, A_Q = 98.4, H_Q = 16435, zstd_ratio = 1.23%, sparse_ratio = 0.90%, sparsity = 97.49% , sparse_accuracy = 98.39, training_time = 1520s
Epoch 80: A_NQ = 98.37, H_NQ = 981876, A_Q = 98.42, H_Q = 16993, zstd_ratio = 1.26%, sparse_ratio = 0.92%, sparsity = 97.37% , sparse_accuracy = 98.41, training_time = 1468s
Epoch 81: A_NQ = 98.44, H_NQ = 981830, A_Q = 98.51, H_Q = 16654, zstd_ratio = 1.25%, sparse_ratio = 0.91%, sparsity = 97.44% , sparse_accuracy = 98.5, training_time = 1479s
Epoch 82: A_NQ = 98.43, H_NQ = 981914, A_Q = 98.2, H_Q = 17096, zstd_ratio = 1.29%, sparse_ratio = 0.93%, sparsity = 97.34% , sparse_accuracy = 98.14, training_time = 1493s
Epoch 83: A_NQ = 98.11, H_NQ = 981858, A_Q = 98.29, H_Q = 16604, zstd_ratio = 1.25%, sparse_ratio = 0.90%, sparsity = 97.45% , sparse_accuracy = 98.29, training_time = 1523s
Epoch 84: A_NQ = 98.47, H_NQ = 981784, A_Q = 98.45, H_Q = 16298, zstd_ratio = 1.24%, sparse_ratio = 0.89%, sparsity = 97.51% , sparse_accuracy = 98.43, training_time = 1476s
Epoch 85: A_NQ = 98.41, H_NQ = 981692, A_Q = 98.43, H_Q = 16871, zstd_ratio = 1.24%, sparse_ratio = 0.91%, sparsity = 97.39% , sparse_accuracy = 98.41, training_time = 1455s
Epoch 86: A_NQ = 98.42, H_NQ = 981832, A_Q = 98.41, H_Q = 16407, zstd_ratio = 1.24%, sparse_ratio = 0.89%, sparsity = 97.50% , sparse_accuracy = 98.38, training_time = 1476s
Epoch 87: A_NQ = 98.57, H_NQ = 981866, A_Q = 98.32, H_Q = 16486, zstd_ratio = 1.25%, sparse_ratio = 0.90%, sparsity = 97.47% , sparse_accuracy = 98.33, training_time = 1496s
Epoch 88: A_NQ = 98.06, H_NQ = 981846, A_Q = 98.02, H_Q = 16275, zstd_ratio = 1.23%, sparse_ratio = 0.89%, sparsity = 97.52% , sparse_accuracy = 98.0, training_time = 1442s
Epoch 89: A_NQ = 98.2, H_NQ = 981820, A_Q = 98.28, H_Q = 16087, zstd_ratio = 1.21%, sparse_ratio = 0.88%, sparsity = 97.55% , sparse_accuracy = 98.27, training_time = 1405s
Epoch 90: A_NQ = 98.27, H_NQ = 981814, A_Q = 98.29, H_Q = 16724, zstd_ratio = 1.25%, sparse_ratio = 0.90%, sparsity = 97.42% , sparse_accuracy = 98.24, training_time = 1279s
Epoch 91: A_NQ = 98.1, H_NQ = 981836, A_Q = 98.46, H_Q = 17386, zstd_ratio = 1.34%, sparse_ratio = 0.96%, sparsity = 97.27% , sparse_accuracy = 98.45, training_time = 1249s
Epoch 92: A_NQ = 98.37, H_NQ = 981844, A_Q = 98.31, H_Q = 16176, zstd_ratio = 1.22%, sparse_ratio = 0.89%, sparsity = 97.54% , sparse_accuracy = 98.3, training_time = 1103s
Epoch 93: A_NQ = 98.43, H_NQ = 981800, A_Q = 98.12, H_Q = 16233, zstd_ratio = 1.22%, sparse_ratio = 0.89%, sparsity = 97.53% , sparse_accuracy = 98.11, training_time = 1127s
Epoch 94: A_NQ = 98.35, H_NQ = 981846, A_Q = 98.09, H_Q = 15768, zstd_ratio = 1.19%, sparse_ratio = 0.87%, sparsity = 97.62% , sparse_accuracy = 98.05, training_time = 1105s
Epoch 95: A_NQ = 97.96, H_NQ = 981766, A_Q = 98.02, H_Q = 16577, zstd_ratio = 1.25%, sparse_ratio = 0.90%, sparsity = 97.45% , sparse_accuracy = 98.01, training_time = 1154s
Epoch 96: A_NQ = 98.3, H_NQ = 981574, A_Q = 98.34, H_Q = 16328, zstd_ratio = 1.22%, sparse_ratio = 0.88%, sparsity = 97.50% , sparse_accuracy = 98.35, training_time = 1095s
Epoch 97: A_NQ = 98.23, H_NQ = 981872, A_Q = 98.08, H_Q = 16049, zstd_ratio = 1.22%, sparse_ratio = 0.88%, sparsity = 97.56% , sparse_accuracy = 98.05, training_time = 1075s
Epoch 98: A_NQ = 98.07, H_NQ = 981511, A_Q = 98.1, H_Q = 16277, zstd_ratio = 1.23%, sparse_ratio = 0.89%, sparsity = 97.52% , sparse_accuracy = 98.09, training_time = 1059s
Epoch 99: A_NQ = 98.47, H_NQ = 981587, A_Q = 98.43, H_Q = 16701, zstd_ratio = 1.25%, sparse_ratio = 0.91%, sparsity = 97.42% , sparse_accuracy = 98.39, training_time = 1089s
Epoch 100: A_NQ = 98.45, H_NQ = 981684, A_Q = 98.11, H_Q = 15841, zstd_ratio = 1.20%, sparse_ratio = 0.87%, sparsity = 97.61% , sparse_accuracy = 98.11, training_time = 970s
------------------------------------------------------------
delta = 6.0
Epoch 1: A_NQ = 96.07, H_NQ = 981906, A_Q = 95.33, H_Q = 46213, zstd_ratio = 2.93%, sparse_ratio = 2.26%, sparsity = 89.56% , sparse_accuracy = 95.28, training_time = 1329s
Epoch 2: A_NQ = 96.65, H_NQ = 981886, A_Q = 96.3, H_Q = 38604, zstd_ratio = 2.55%, sparse_ratio = 1.96%, sparsity = 92.08% , sparse_accuracy = 96.24, training_time = 1650s
Epoch 3: A_NQ = 96.89, H_NQ = 981858, A_Q = 96.91, H_Q = 34630, zstd_ratio = 2.35%, sparse_ratio = 1.78%, sparsity = 93.25% , sparse_accuracy = 96.94, training_time = 1676s
Epoch 4: A_NQ = 97.14, H_NQ = 981836, A_Q = 96.2, H_Q = 32444, zstd_ratio = 2.23%, sparse_ratio = 1.67%, sparsity = 93.85% , sparse_accuracy = 96.19, training_time = 1690s
Epoch 5: A_NQ = 96.56, H_NQ = 981890, A_Q = 97.77, H_Q = 29274, zstd_ratio = 2.05%, sparse_ratio = 1.53%, sparsity = 94.67% , sparse_accuracy = 97.75, training_time = 1661s
Epoch 6: A_NQ = 96.75, H_NQ = 981902, A_Q = 97.58, H_Q = 27841, zstd_ratio = 1.97%, sparse_ratio = 1.45%, sparsity = 95.02% , sparse_accuracy = 97.56, training_time = 1655s
Epoch 7: A_NQ = 97.63, H_NQ = 981850, A_Q = 97.98, H_Q = 26521, zstd_ratio = 1.93%, sparse_ratio = 1.40%, sparsity = 95.34% , sparse_accuracy = 97.99, training_time = 1624s
Epoch 8: A_NQ = 97.97, H_NQ = 981852, A_Q = 98.14, H_Q = 26143, zstd_ratio = 1.91%, sparse_ratio = 1.39%, sparsity = 95.44% , sparse_accuracy = 98.17, training_time = 1542s
Epoch 9: A_NQ = 98.02, H_NQ = 981848, A_Q = 98.19, H_Q = 25360, zstd_ratio = 1.86%, sparse_ratio = 1.35%, sparsity = 95.63% , sparse_accuracy = 98.19, training_time = 1647s
Epoch 10: A_NQ = 98.24, H_NQ = 981896, A_Q = 98.37, H_Q = 24024, zstd_ratio = 1.78%, sparse_ratio = 1.30%, sparsity = 95.95% , sparse_accuracy = 98.33, training_time = 1566s
Epoch 11: A_NQ = 97.8, H_NQ = 981894, A_Q = 97.67, H_Q = 23615, zstd_ratio = 1.78%, sparse_ratio = 1.27%, sparsity = 96.04% , sparse_accuracy = 97.68, training_time = 1543s
Epoch 12: A_NQ = 98.17, H_NQ = 981890, A_Q = 98.15, H_Q = 23393, zstd_ratio = 1.74%, sparse_ratio = 1.27%, sparsity = 96.09% , sparse_accuracy = 98.16, training_time = 1560s
Epoch 13: A_NQ = 97.88, H_NQ = 981850, A_Q = 96.5, H_Q = 23045, zstd_ratio = 1.71%, sparse_ratio = 1.26%, sparsity = 96.16% , sparse_accuracy = 96.49, training_time = 1664s
Epoch 14: A_NQ = 97.01, H_NQ = 981908, A_Q = 97.46, H_Q = 23627, zstd_ratio = 1.76%, sparse_ratio = 1.28%, sparsity = 96.02% , sparse_accuracy = 97.47, training_time = 1583s
Epoch 15: A_NQ = 98.15, H_NQ = 981896, A_Q = 98.09, H_Q = 22661, zstd_ratio = 1.69%, sparse_ratio = 1.23%, sparsity = 96.24% , sparse_accuracy = 98.09, training_time = 1559s
Epoch 16: A_NQ = 98.0, H_NQ = 981886, A_Q = 98.27, H_Q = 21474, zstd_ratio = 1.63%, sparse_ratio = 1.18%, sparsity = 96.51% , sparse_accuracy = 98.26, training_time = 1549s
Epoch 17: A_NQ = 98.1, H_NQ = 981856, A_Q = 98.45, H_Q = 21857, zstd_ratio = 1.64%, sparse_ratio = 1.18%, sparsity = 96.42% , sparse_accuracy = 98.45, training_time = 1676s
Epoch 18: A_NQ = 97.89, H_NQ = 981842, A_Q = 98.13, H_Q = 20894, zstd_ratio = 1.58%, sparse_ratio = 1.14%, sparsity = 96.64% , sparse_accuracy = 98.09, training_time = 1582s
Epoch 19: A_NQ = 98.26, H_NQ = 981625, A_Q = 98.18, H_Q = 20502, zstd_ratio = 1.57%, sparse_ratio = 1.13%, sparsity = 96.72% , sparse_accuracy = 98.19, training_time = 1560s
Epoch 20: A_NQ = 98.11, H_NQ = 981876, A_Q = 98.12, H_Q = 20268, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.77% , sparse_accuracy = 98.13, training_time = 1489s
Epoch 21: A_NQ = 98.47, H_NQ = 981768, A_Q = 98.39, H_Q = 20481, zstd_ratio = 1.55%, sparse_ratio = 1.12%, sparsity = 96.72% , sparse_accuracy = 98.39, training_time = 1694s
Epoch 22: A_NQ = 97.79, H_NQ = 981828, A_Q = 98.08, H_Q = 20454, zstd_ratio = 1.57%, sparse_ratio = 1.13%, sparsity = 96.73% , sparse_accuracy = 98.06, training_time = 1518s
Epoch 23: A_NQ = 98.15, H_NQ = 981880, A_Q = 98.31, H_Q = 20051, zstd_ratio = 1.52%, sparse_ratio = 1.10%, sparsity = 96.81% , sparse_accuracy = 98.31, training_time = 1480s
Epoch 24: A_NQ = 98.08, H_NQ = 981884, A_Q = 98.01, H_Q = 20219, zstd_ratio = 1.56%, sparse_ratio = 1.12%, sparsity = 96.78% , sparse_accuracy = 97.98, training_time = 1492s
Epoch 25: A_NQ = 98.02, H_NQ = 981902, A_Q = 98.27, H_Q = 19402, zstd_ratio = 1.52%, sparse_ratio = 1.08%, sparsity = 96.95% , sparse_accuracy = 98.24, training_time = 1643s
Epoch 26: A_NQ = 98.08, H_NQ = 981814, A_Q = 97.74, H_Q = 19681, zstd_ratio = 1.52%, sparse_ratio = 1.09%, sparsity = 96.90% , sparse_accuracy = 97.76, training_time = 1537s
Epoch 27: A_NQ = 98.07, H_NQ = 981872, A_Q = 97.81, H_Q = 20223, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.78% , sparse_accuracy = 97.75, training_time = 1502s
Epoch 28: A_NQ = 97.94, H_NQ = 981888, A_Q = 98.41, H_Q = 20116, zstd_ratio = 1.54%, sparse_ratio = 1.11%, sparsity = 96.80% , sparse_accuracy = 98.41, training_time = 1527s
Epoch 29: A_NQ = 98.26, H_NQ = 981902, A_Q = 98.49, H_Q = 20138, zstd_ratio = 1.54%, sparse_ratio = 1.10%, sparsity = 96.79% , sparse_accuracy = 98.49, training_time = 1622s
Epoch 30: A_NQ = 98.17, H_NQ = 981904, A_Q = 98.44, H_Q = 19468, zstd_ratio = 1.52%, sparse_ratio = 1.08%, sparsity = 96.93% , sparse_accuracy = 98.44, training_time = 1576s
Epoch 31: A_NQ = 98.61, H_NQ = 981872, A_Q = 98.63, H_Q = 19754, zstd_ratio = 1.52%, sparse_ratio = 1.09%, sparsity = 96.88% , sparse_accuracy = 98.62, training_time = 1635s
Epoch 32: A_NQ = 97.95, H_NQ = 981848, A_Q = 98.18, H_Q = 19838, zstd_ratio = 1.52%, sparse_ratio = 1.09%, sparsity = 96.86% , sparse_accuracy = 98.14, training_time = 1620s
Epoch 33: A_NQ = 98.41, H_NQ = 981816, A_Q = 98.32, H_Q = 19765, zstd_ratio = 1.52%, sparse_ratio = 1.09%, sparsity = 96.87% , sparse_accuracy = 98.34, training_time = 1612s
Epoch 34: A_NQ = 98.59, H_NQ = 981882, A_Q = 98.44, H_Q = 20144, zstd_ratio = 1.53%, sparse_ratio = 1.11%, sparsity = 96.79% , sparse_accuracy = 98.42, training_time = 1626s
Epoch 35: A_NQ = 98.32, H_NQ = 981828, A_Q = 98.41, H_Q = 19471, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.93% , sparse_accuracy = 98.4, training_time = 1579s
Epoch 36: A_NQ = 98.39, H_NQ = 981910, A_Q = 97.9, H_Q = 19136, zstd_ratio = 1.47%, sparse_ratio = 1.07%, sparsity = 97.01% , sparse_accuracy = 97.91, training_time = 1564s
Epoch 37: A_NQ = 98.37, H_NQ = 981878, A_Q = 98.43, H_Q = 19666, zstd_ratio = 1.49%, sparse_ratio = 1.08%, sparsity = 96.88% , sparse_accuracy = 98.43, training_time = 1555s
Epoch 38: A_NQ = 98.49, H_NQ = 981852, A_Q = 98.26, H_Q = 19419, zstd_ratio = 1.49%, sparse_ratio = 1.07%, sparsity = 96.93% , sparse_accuracy = 98.24, training_time = 1614s
Epoch 39: A_NQ = 98.33, H_NQ = 981878, A_Q = 98.55, H_Q = 18637, zstd_ratio = 1.44%, sparse_ratio = 1.04%, sparsity = 97.10% , sparse_accuracy = 98.53, training_time = 1583s
Epoch 40: A_NQ = 98.59, H_NQ = 981864, A_Q = 98.57, H_Q = 18735, zstd_ratio = 1.46%, sparse_ratio = 1.05%, sparsity = 97.08% , sparse_accuracy = 98.57, training_time = 1587s
Epoch 41: A_NQ = 98.5, H_NQ = 981884, A_Q = 98.45, H_Q = 18588, zstd_ratio = 1.45%, sparse_ratio = 1.04%, sparsity = 97.11% , sparse_accuracy = 98.46, training_time = 1605s
Epoch 42: A_NQ = 98.22, H_NQ = 981896, A_Q = 98.54, H_Q = 19143, zstd_ratio = 1.48%, sparse_ratio = 1.05%, sparsity = 96.99% , sparse_accuracy = 98.51, training_time = 1622s
Epoch 43: A_NQ = 98.55, H_NQ = 981864, A_Q = 98.67, H_Q = 18821, zstd_ratio = 1.45%, sparse_ratio = 1.04%, sparsity = 97.06% , sparse_accuracy = 98.67, training_time = 1569s
Epoch 44: A_NQ = 98.48, H_NQ = 981896, A_Q = 98.4, H_Q = 18372, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.15% , sparse_accuracy = 98.42, training_time = 1588s
Epoch 45: A_NQ = 98.39, H_NQ = 981874, A_Q = 98.25, H_Q = 17944, zstd_ratio = 1.40%, sparse_ratio = 1.01%, sparsity = 97.24% , sparse_accuracy = 98.23, training_time = 1611s
Epoch 46: A_NQ = 98.58, H_NQ = 981834, A_Q = 98.15, H_Q = 18346, zstd_ratio = 1.40%, sparse_ratio = 1.02%, sparsity = 97.15% , sparse_accuracy = 98.13, training_time = 1615s
Epoch 47: A_NQ = 98.58, H_NQ = 981876, A_Q = 98.13, H_Q = 18461, zstd_ratio = 1.40%, sparse_ratio = 1.02%, sparsity = 97.13% , sparse_accuracy = 98.13, training_time = 1572s
Epoch 48: A_NQ = 98.58, H_NQ = 981686, A_Q = 97.72, H_Q = 17960, zstd_ratio = 1.40%, sparse_ratio = 1.00%, sparsity = 97.23% , sparse_accuracy = 97.73, training_time = 1621s
Epoch 49: A_NQ = 98.39, H_NQ = 981740, A_Q = 98.05, H_Q = 17971, zstd_ratio = 1.38%, sparse_ratio = 1.01%, sparsity = 97.23% , sparse_accuracy = 98.06, training_time = 1604s
Epoch 50: A_NQ = 98.64, H_NQ = 981820, A_Q = 98.44, H_Q = 18376, zstd_ratio = 1.42%, sparse_ratio = 1.02%, sparsity = 97.14% , sparse_accuracy = 98.44, training_time = 1619s
Epoch 51: A_NQ = 98.38, H_NQ = 981886, A_Q = 98.14, H_Q = 18435, zstd_ratio = 1.41%, sparse_ratio = 1.02%, sparsity = 97.12% , sparse_accuracy = 98.12, training_time = 1584s
Epoch 52: A_NQ = 98.45, H_NQ = 981796, A_Q = 98.23, H_Q = 17487, zstd_ratio = 1.39%, sparse_ratio = 0.98%, sparsity = 97.33% , sparse_accuracy = 98.25, training_time = 1539s
Epoch 53: A_NQ = 98.61, H_NQ = 981868, A_Q = 98.63, H_Q = 17947, zstd_ratio = 1.40%, sparse_ratio = 1.00%, sparsity = 97.23% , sparse_accuracy = 98.65, training_time = 1619s
Epoch 54: A_NQ = 98.52, H_NQ = 981864, A_Q = 98.58, H_Q = 18010, zstd_ratio = 1.41%, sparse_ratio = 1.00%, sparsity = 97.22% , sparse_accuracy = 98.57, training_time = 1651s
Epoch 55: A_NQ = 98.18, H_NQ = 981824, A_Q = 98.42, H_Q = 18096, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.20% , sparse_accuracy = 98.4, training_time = 1545s
Epoch 56: A_NQ = 98.47, H_NQ = 981876, A_Q = 98.75, H_Q = 17953, zstd_ratio = 1.40%, sparse_ratio = 1.00%, sparsity = 97.23% , sparse_accuracy = 98.76, training_time = 1472s
Epoch 57: A_NQ = 98.67, H_NQ = 981836, A_Q = 98.28, H_Q = 17739, zstd_ratio = 1.37%, sparse_ratio = 0.99%, sparsity = 97.27% , sparse_accuracy = 98.29, training_time = 1499s
Epoch 58: A_NQ = 98.66, H_NQ = 981836, A_Q = 98.37, H_Q = 17656, zstd_ratio = 1.37%, sparse_ratio = 0.99%, sparsity = 97.28% , sparse_accuracy = 98.38, training_time = 1638s
Epoch 59: A_NQ = 98.49, H_NQ = 981906, A_Q = 98.47, H_Q = 17779, zstd_ratio = 1.37%, sparse_ratio = 0.99%, sparsity = 97.26% , sparse_accuracy = 98.49, training_time = 1533s
Epoch 60: A_NQ = 98.59, H_NQ = 981860, A_Q = 98.4, H_Q = 17716, zstd_ratio = 1.38%, sparse_ratio = 0.99%, sparsity = 97.28% , sparse_accuracy = 98.39, training_time = 1510s
Epoch 61: A_NQ = 98.73, H_NQ = 981882, A_Q = 98.54, H_Q = 17918, zstd_ratio = 1.38%, sparse_ratio = 1.00%, sparsity = 97.24% , sparse_accuracy = 98.53, training_time = 1575s
Epoch 62: A_NQ = 98.66, H_NQ = 981898, A_Q = 98.56, H_Q = 17139, zstd_ratio = 1.34%, sparse_ratio = 0.97%, sparsity = 97.40% , sparse_accuracy = 98.56, training_time = 1641s
Epoch 63: A_NQ = 98.68, H_NQ = 981824, A_Q = 98.58, H_Q = 18362, zstd_ratio = 1.39%, sparse_ratio = 1.02%, sparsity = 97.14% , sparse_accuracy = 98.58, training_time = 1594s
Epoch 64: A_NQ = 98.44, H_NQ = 981848, A_Q = 98.56, H_Q = 18152, zstd_ratio = 1.37%, sparse_ratio = 1.00%, sparsity = 97.18% , sparse_accuracy = 98.56, training_time = 1590s
Epoch 65: A_NQ = 98.51, H_NQ = 981884, A_Q = 98.5, H_Q = 17223, zstd_ratio = 1.35%, sparse_ratio = 0.97%, sparsity = 97.38% , sparse_accuracy = 98.48, training_time = 1605s
Epoch 66: A_NQ = 98.48, H_NQ = 981752, A_Q = 98.39, H_Q = 17471, zstd_ratio = 1.36%, sparse_ratio = 0.98%, sparsity = 97.32% , sparse_accuracy = 98.42, training_time = 1628s
Epoch 67: A_NQ = 98.63, H_NQ = 981733, A_Q = 98.8, H_Q = 17612, zstd_ratio = 1.36%, sparse_ratio = 0.99%, sparsity = 97.30% , sparse_accuracy = 98.78, training_time = 1568s
Epoch 68: A_NQ = 98.62, H_NQ = 981856, A_Q = 98.54, H_Q = 17768, zstd_ratio = 1.37%, sparse_ratio = 0.99%, sparsity = 97.26% , sparse_accuracy = 98.51, training_time = 1609s
Epoch 69: A_NQ = 98.14, H_NQ = 981868, A_Q = 98.5, H_Q = 18000, zstd_ratio = 1.37%, sparse_ratio = 1.00%, sparsity = 97.22% , sparse_accuracy = 98.48, training_time = 1620s
Epoch 70: A_NQ = 98.12, H_NQ = 981800, A_Q = 98.6, H_Q = 17778, zstd_ratio = 1.36%, sparse_ratio = 1.00%, sparsity = 97.26% , sparse_accuracy = 98.6, training_time = 1568s
Epoch 71: A_NQ = 98.64, H_NQ = 981882, A_Q = 98.4, H_Q = 17374, zstd_ratio = 1.35%, sparse_ratio = 0.97%, sparsity = 97.35% , sparse_accuracy = 98.4, training_time = 1571s
Epoch 72: A_NQ = 98.31, H_NQ = 981872, A_Q = 98.44, H_Q = 17950, zstd_ratio = 1.39%, sparse_ratio = 1.00%, sparsity = 97.22% , sparse_accuracy = 98.44, training_time = 1591s
Epoch 73: A_NQ = 98.74, H_NQ = 981849, A_Q = 98.59, H_Q = 18065, zstd_ratio = 1.37%, sparse_ratio = 0.99%, sparsity = 97.19% , sparse_accuracy = 98.57, training_time = 1577s
Epoch 74: A_NQ = 98.07, H_NQ = 981760, A_Q = 98.44, H_Q = 17955, zstd_ratio = 1.38%, sparse_ratio = 1.00%, sparsity = 97.22% , sparse_accuracy = 98.44, training_time = 1447s
